title,content,published_on,link,source
"Biden Talks to Xi About Conflicts, From Ukraine to the Pacific","President Biden spoke with Xi Jinping, China’s leader, in a call on Tuesday morning that was aimed at addressing a variety of combative and cooperative issues, as the United States grapples with wars and other global crises, U.S. and Chinese officials said. The topics raised by Mr. Biden included fighting narcotics production, the Middle East conflict, North Korea’s nuclear program and China’s support of Russia during the Ukraine war, according to a White House summary of the call. Mr. Biden intended the talk to be a “check-in” rather than a discussion with concrete outcomes, said a senior administration official, who spoke to a small group of reporters on Monday night on the condition of anonymity, as is customary for such Washington briefings. But it was a crucial marker during a pivotal political year and as the countries try to steady a relationship that hit a multi-decade low last year. Subscribe to The Times to read as many articles as you like.","2024-04-02 15:31:03","https://www.nytimes.com/2024/04/02/us/politics/biden-xi-call.html","New York Times"
"Tesla’s Sales Drop, a Sign That Its Grip on the E.V. Market Is Slipping","Tesla appeared to be losing command of the market it effectively created after it reported a stunning drop in quarterly sales on Tuesday, raising fresh questions about Elon Musk’s leadership of the company. The sales decline caught investors off guard as rivals like BYD of China and Kia and Hyundai of South Korea reported increases in electric vehicle sales, suggesting that slower overall demand for battery-powered models was not the only explanation for Tesla’s problems. Tesla pioneered the market for electric vehicles with its Model 3 sedan and Model Y sport utility vehicle, which proved that battery-powered cars could be appealing, practical and profitable. The cars revolutionized the auto industry and forced established carmakers to develop their own electric models. But the market is evolving in ways that may not favor Tesla. In contrast to the early adopters who fueled Tesla’s rise, mainstream buyers may be put off by the vehicles’ unconventional design, including minimalist interiors and lack of buttons and switches. Almost all functions in Tesla vehicles are controlled from a large screen on the dashboard. The system “makes it thoroughly distracting to adjust almost anything within the vehicle while motoring down the road,” Consumer Reports wrote in a review on Tuesday of a new version of the Model 3. Tesla, which sells cars online and does not have many showrooms, is often the target of complaints about poor service. That may provide an advantage to established carmakers, like Ford Motor and General Motors, that have extensive dealer networks and are ramping up production of electric vehicles. Tesla seems at a loss to respond to those challenges. It has been slow to follow up its initial success with new models, and Mr. Musk appears disengaged. He did not react Tuesday to the sales figures on X, the social media platform that he owns and posts on prolifically. Instead, he threw barbs at Walt Disney Company executives whom he accuses of being “woke.” Such remarks have made him a hero to conservatives but may be pushing liberals, who are more likely to buy electric cars, away from Tesla. Tesla said it delivered 387,000 cars worldwide in the first quarter, down 8.5 percent from 423,000 in the same period last year. This was the first time Tesla’s quarterly sales have fallen on a year over year basis since a modest drop at the start of the pandemic in 2020. The sales figures were also significantly lower than the estimates of Wall Street analysts who had expected a modest increase. “Tesla can’t stand still,” Ben Rose, president of Battle Road Research, said in an email. “Chinese E.V.s are already gaining a foothold in Europe, and it is unclear how long they will be forbidden from entering the U.S.” More affordable cars would help Tesla appeal to a broader spectrum of buyers, Mr. Rose said. To be sure, some of the sales decline may have reflected production problems beyond the company’s control, including a fire at a Tesla factory near Berlin that was the result of an arson attack. And the company’s cars still have many fans. While panning the Model 3’s controls, Consumer Reports said the latest version provided a better ride than its predecessor and had improved handling. But investors are clearly alarmed. Tesla’s shares have fallen more than 30 percent this year — including a 5 percent drop on Tuesday — because of concern that the company has lost momentum. In China, Tesla faces BYD and dozens of other rivals with ambitions to expand worldwide. In Europe, established carmakers like Volkswagen and BMW have introduced more compelling battery-powered models. And in the United States, sales of electric cars are not growing as fast as they were a year ago, and many buyers are opting instead for hybrid models that pair a gasoline engine with batteries and electric motors. Our business reporters. Times journalists are not allowed to have any direct financial stake in companies they cover. Tesla rivals have continued to report sales increases. BYD said on Tuesday that it sold about 300,000 electric vehicles, up 13 percent from a year earlier. The company also sold 324,000 plug-in hybrid vehicles in the first quarter, up 15 percent. BYD and other Chinese automakers have introduced new models rapidly, often undercutting Tesla on price. Those companies are also increasingly exporting cars to Europe, Southeast Asia and Latin America. Kia, based in South Korea, said Tuesday that its sales of electric vehicles in the United States more than doubled in the first three months of the year compared with a year earlier after it introduced a new large sport utility vehicle, the EV9. Kia’s sister company, Hyundai, said it sold more than 10,000 electric vehicles in the first quarter in the United States, up 75 percent. Toyota, the world’s largest automaker, doesn’t sell many fully electric vehicles. But the company said U.S. sales of electrified vehicles, a category largely made up of hybrids, under the Toyota and Lexus brands was up 74 percent in the first quarter. Tesla pioneered mass-market electric cars, but its lineup is aging. The company’s only new model since 2020 is the Cybertruck, a futuristic pickup that went on sale in limited numbers last year. The least expensive version that Tesla says it can deliver this year starts at around $80,000, which makes it unaffordable to most car buyers. Rivian, whose R1 pickup competes with the Cybertruck, said its sales, including of the truck and its two other models, rose 70 percent in the quarter, to 13,600 vehicles. Tesla is working on an electric car that would cost around $25,000, but the model is not expected to go on sale in large numbers until 2026. In the meantime, Tesla remains dependent on the Model Y and the Model 3 for most of its sales. The company has repeatedly cut prices, but analysts say the strategy has lowered its profits without doing enough to stimulate sales. The company has recently modestly raised the prices of some cars in the United States and China. The Model Y starts at nearly $45,000 before federal and state tax breaks, after an increase of $1,000 announced this week. The quarterly sales figure shows Tesla managers “they need a real sales strategy and can’t rely on cutting price alone,” Gary Black, managing partner of the Future Fund, an investment firm, posted on X. Mr. Musk, Tesla’s chief executive, has not given a clear indication of how the company plans to regain momentum. At the same time, his polarizing statements and endorsement of right-wing conspiracy theories have alienated many of the left-leaning customers who are most likely to buy electric cars. Raphaelle Cassens, a Los Angeles resident, gave up her leased Tesla Model Y last year and replaced it with a leased electric BMW i4. Mr. Musk was one reason she switched, she said. “Honestly, I don’t like him as an individual at all,” said Ms. Cassens, who is a registered Democrat but described herself as nonpartisan. She also said she received poor service from the company. “The attitude from the company definitely reflects the owner,” Ms. Cassens added. At least one other large automaker is also struggling with electric vehicle sales. G.M. reported on Tuesday that its U.S. sales for the first quarter fell 1.5 percent, in large part because deliveries of battery-powered cars were down by about a fifth to around 16,000 vehicles. The drop in battery-powered vehicle sales was the result of a sharp decline in sales of the Chevrolet Bolt, which G.M. stopped making at the end of 2023. Sales of other electric models that use G.M.’s newest battery technology rose but not enough to make up for the loss of the Bolt, which was one of the most affordable electric cars in the United States.","2024-04-02 13:16:44","https://www.nytimes.com/2024/04/02/business/tesla-auto-sales-first-quarter.html","New York Times"
"‘Sugar’ Review: In a Lonely Place With Colin Farrell","This much I can tell you: Colin Farrell plays a private detective in “Sugar.” He has a license. We see it being handed to him and everything. I can also tell you that his character, John Sugar, is not an ordinary private detective, in ways that go beyond his fetishization of the film noir heroes he emulates. But I can’t really get into it because “Sugar” — which premieres Friday on Apple TV+ with two of its eight episodes — is a show with a congenital vulnerability to spoilers. The show is the first television project of Mark Protosevich, whose short list of screenplays across more than two decades includes “I Am Legend” and Spike Lee’s remake of the South Korean revenge drama “Oldboy.” Based on “Sugar,” it is fair to guess that he shares his protagonist’s obsession with noir. Subscribe to The Times to read as many articles as you like.","2024-04-05 09:03:12","https://www.nytimes.com/2024/04/05/arts/television/sugar-review-colin-farrell.html","New York Times"
"Lou Conter, Last Survivor of the Battleship Arizona, Dies at 102","Lou Conter, the last known survivor of the battleship Arizona, which sank with the loss of 1,177 sailors and Marines in Japan’s sneak attack on Pearl Harbor, plunging the United States into World War II, died on Monday at his home in Grass Valley, Calif. He was 102. The death was confirmed by Warren R. Hull, a co-writer (with his wife, Annette Hull) of Mr. Conter’s 2021 memoir, “The Lou Conter Story: From U.S.S. Arizona Survivor to Unsung American Hero."" Mr. Conter, who held the rank of quartermaster, a position assisting in the Arizona’s navigation, was on his shift shortly after 8 a.m. on Sunday, Dec. 7, 1941, when a Japanese armor-piercing bomb penetrated five steel decks and blew up more than one million pounds of gunpowder and thousands of rounds of ammunition stored in its hull as the ship was moored in the harbor, in Honolulu, Hawaii. “The ship was consumed in a giant fireball,” he wrote in his memoir. Mr. Conter, who was knocked forward but uninjured, tended to survivors, many of them blinded and badly burned. When the order to abandon ship came, he was knee deep in water. A lifeboat took him ashore, and in the days that followed he helped in recovering bodies and putting out fires. Only 93 of those who were aboard the ship at the time lived; 242 other crew members were ashore. Advertisement Mr. Conter later attended Navy flight school and flew 200 combat missions in the Pacific, some of them involving nighttime dive bombing of Japanese targets. During one three-night period, his crew rescued 219 Australian coast watchers from New Guinea who were in danger of being overrun by approaching Japanese. He received the Distinguished Flying Cross for that exploit. How The Times decides who gets an obituary. There is no formula, scoring system or checklist in determining the news value of a life. We investigate, research and ask around before settling on our subjects. If you know of someone who might be a candidate for a Times obituary, please suggest it here. Holding the rank of lieutenant, Mr. Conter went on to fly 29 combat missions during the Korean War and serve as an intelligence officer for a Navy aircraft carrier group. In the late 1950s, he helped establish the Navy’s first SERE program (Survival, Evasion, Resistance and Escape) to train Navy airmen in how to survive if they were shot down in the jungle and captured. He retired from the Navy in 1967 as a lieutenant commander and was later a real estate broker and developer in the Los Angeles area. Louis Anthony Conter was born on Sept. 13, 1921, in the northern Wisconsin town of Ojibwa, a son of Nicholas and Lottie Conter. His father was involved in construction work that eventually took the family to Wheatridge, Colo., outside Denver. After graduating from high school, Lou joined the Navy in 1939 and reported to the Arizona in January 1940. Advertisement His wife, Valerie, died in 2016. His two previous marriages ended in divorce. He had three children from his first marriage and another three from his second, along with many grandchildren. Complete information about his survivors was not immediately available.  His death came almost a year after that of Ken Potts, the second-to-last survivor of the attack, who was also 102. Mr. Conter’s home in Grass Valley, in Northern California near Tahoe National Forest, was filled with memorabilia from the Arizona, including a piece of the wreckage. He once said that “each morning I wake up, pay homage” to all the Americans killed on Pearl Harbor Sunday, “including the 1,177 of my shipmates on the Arizona, and go from there.” He rejected any notion that the dwindling number of Arizona survivors should be hailed as heroes. “The 2,403 men that died are the heroes,” he said in a 2022 interview with The Associated Press, referring to all the Americans who perished in the Pearl Harbor attack. “I’m not a hero. I was just doing my job.” Advertisement Until 2020, when the infirmities of age limited him, Mr. Conter attended annual memorial services at Pearl Harbor organized by the Navy and the National Park Service. The U.S.S. Arizona Memorial at Pearl Harbor, which is overseen by the park service, marks the resting place of 1,102 of the crewmen killed in the attack on what President Franklin D. Roosevelt called “a date which will live in infamy” when he asked Congress for a declaration of war with Japan. The memorial, built in 1962 and visited by nearly two million people annually, straddles the sunken hull of the Arizona without touching it. It reads: “To the memory of the gallant men here entombed and their shipmates who gave their lives in action on December 7, 1941, on the U.S.S. Arizona.” The battleship’s sunken remains are a National Historic Landmark. Alex Traub contributed reporting.","2024-04-01 20:55:27","https://www.nytimes.com/2024/04/01/us/lou-conter-dead.html","New York Times"
"Making a Meal for a Date: When Is the Right Time?","In a scene from the 1997 romantic comedy “Love Jones,” a young poet named Darius recounts to his friend over a game of pool how his first date went with Nina, a beautiful photographer he recently met. They ended up having sex that night, and the next morning, he got up and made breakfast. “You made breakfast?” his friend asks in disbelief. Darius barely knows this woman. “I was in there cooking,” Darius answers. Subscribe to The Times to read as many articles as you like.","2024-04-04 09:03:04","https://www.nytimes.com/2024/04/04/style/making-a-meal-for-a-date-when-is-the-right-time.html","New York Times"
"Monday Briefing: Israel Pulls Some Troops from Southern Gaza","The Israeli military said it withdrew a division of ground troops from southern Gaza yesterday. The move raised questions about its plans as the war reached the six-month mark — Israeli media reported that the withdrawal meant there were no Israeli troops actively maneuvering in southern Gaza. It was unclear what the latest drawdown of forces meant for the prospect of an Israeli ground offensive in Rafah, Gaza’s southernmost city. Israel has significantly reduced the number of troops it has on the ground over the past several months. Only a fraction of the soldiers that it had deployed in the territory earlier in the war remain. Subscribe to The Times to read as many articles as you like.","2024-04-07 20:48:07","https://www.nytimes.com/2024/04/07/world/asia/israel-gaza-mexico-ecuador-asia.html","New York Times"
"NATO Weighs Taking Over U.S.-Led Group Directing Ukraine Military Aid","With continued American aid to Ukraine stalled and the looming prospect of a second Trump presidency, NATO’s top diplomat said on Wednesday that the alliance was poised to take more control over military support sent to Ukraine — a role that the United States has played for the past two years. Details are still being worked out, but Jens Stoltenberg, the NATO secretary general, said foreign ministers meeting in Brussels agreed to pursue plans to give the military alliance more oversight in coordinating security assistance and training for Ukraine.  Should the plan comes to fruition, it would represent a shift from NATO’s previous reluctance to be pulled more directly into the conflict and risk a severe military response from President Vladimir V. Putin of Russia. And it is not certain that NATO’s most powerful member, the United States, ultimately will agree to a measure that could dilute its influence.  Subscribe to The Times to read as many articles as you like.","2024-04-03 12:46:11","https://www.nytimes.com/2024/04/03/world/europe/nato-ukraine-funding.html","New York Times"
"Monday Briefing","The Israeli military said that it had withdrawn a division of ground troops from the southern Gaza Strip. The drawdown, from the southern city of Khan Younis, means that no Israeli troops are currently maneuvering in southern Gaza, the Israeli news media reported. It was unclear what the withdrawal might signal for Israel’s oft-stated plan to invade the southernmost city of Rafah. Israel has significantly reduced the number of troops on the ground in Gaza over the past several months. But officials made clear that the army would stay in other parts of Gaza to preserve its “freedom of action and its ability to conduct precise intelligence-based operations.” And Israel’s defense minister said the military was preparing for “follow-up missions” that included Rafah. News of the withdrawal came as international mediators gathered in Cairo in hopes of brokering a temporary cease-fire, six months into a war that is now the longest involving Israel since the 1980s. Advertisement In the U.S., protests over the Biden administration’s handling of the war are disrupting the activities of Democratic officials from the White House down. Mexico suspended relations with Ecuador after the Ecuadorean police entered the Mexican Embassy in Quito to arrest a politician who had taken refuge there, a move that Mexico called a violation of its sovereignty. The politician, Jorge Glas, who was once Ecuador’s vice president, had been sentenced to prison for corruption, the Ecuadorean president’s office said. Glas had been living at the embassy since December and was granted political asylum by Mexico hours before he was arrested. Advertisement Tensions between the two nations have been growing for months, in part over Glas. Analysis: The arrest could boost the political fortunes of Ecuador’s president, Daniel Noboa, whose approval ratings have fallen amid an uptick in violence. He faces an election next year. Rwanda marked 30 years since its 100-day genocide, during which extremists from the country’s Hutu majority massacred some 800,000 people, most of them ethnic Tutsis. A daylong commemoration included a wreath-laying ceremony at the Kigali Genocide Memorial, which is the resting place for more than 250,000 victims of the slaughter. Advertisement “Our journey has been long and tough,” President Paul Kagame said at a ceremony yesterday, adding that “the lessons we learned are engraved in blood.” Context: Kagame, who led Tutsi rebels during the genocide, has overseen impressive economic and health-care gains during his decades in power. But critics accuse him of relying on harsh methods to achieve that stability and to maintain his rule. He is up for re-election in July. Kharkiv: Russia bombarded Ukraine’s second-largest city with rockets, killing at least seven people. Russia: The Kremlin has long recruited troops by offering convicts pardons for service. Some of them return home and commit more crimes, including murder. Slovakia: Voters elected Peter Pellegrini, a pro-Russia candidate who opposes aid for Ukraine, as the country’s next president. Iran: The country has projected its military power across a broad swath of the Middle East. Artificial intelligence: OpenAI, Google and Meta cut corners, ignored corporate policies and debated bending the law to find huge amounts of data to train their A.I. models, according to an examination by The New York Times. South Korea: The country’s parliamentary elections this week are a referendum on the do-or-die rivalry between President Yoon Suk Yeol and the opposition leader, Lee Jae-myung. Lithuania: Evidence of a C.I.A. black site remains a touchy subject in the Baltic country, which relies largely on the U.S. for security. State visit: President Biden will welcome Prime Minister Fumio Kishida of Japan this week. They are expected to discuss how to make sure the alliance stays strong, even if neither man is re-elected. Opinion The seven aid workers killed by Israeli strikes in Gaza last week risked everything “to share our food with others,” José Andrés, the chef and founder of World Central Kitchen, writes. Ezra Klein bids farewell to Gmail, and David Brooks wonders why his electronic devices sometimes seem possessed by demons. Space needs humanities majors, Joseph O. Chapa of the U.S. Air Force argues. Brandon Blackwell of New York City wanted to turn quiz shows into a full-time job. He trained with a collection of 30,000 flash cards of obscure facts before setting out in 2016 for London, where he enrolled at Imperial College with plans to join the school’s team for the popular BBC show “University Challenge” and win. Advertisement A mainstay of British television, the show has long been dominated by Oxford and Cambridge. But largely thanks to Blackwell’s efforts, Imperial, a science and engineering school in London, has won twice and has a chance again today. Smash and grab: For nearly two decades, a crew of robbers has stolen valuables from several small U.S. museums. The Maldives: The outer islands are depopulating as young people move to the teeming capital. Measuring success: How can you tell if a soccer manager is actually good at the job? Playground soccer: The Premier League has descended into carnage — and it’s great. Paris Olympics: The opening ceremony will take place on the River Seine despite security concerns. The moon will cross the sun and block its light for a few fleeting moments today, creating a communal experience that people won’t see again in North America for decades. The totality of the eclipse will cross from Mazatlán, Mexico, to Canada’s Newfoundland coast. Advertisement It will be the first total solar eclipse visible from the U.S. since 2017, when 154 million Americans witnessed the darkening sun. There will not be another eclipse visible in the lower 48 states until 2044. On Monday, much of the U.S. is expected to watch, if the weather holds up (here’s a guide to the forecast). Here is what you need to know, the dangers of looking at the sun, and what to do if you can’t find eclipse glasses. Advertisement Cook: These crispy shrimp tacos are a little like quesadillas. Read: “Playboy,” an autobiographical novel by the French writer Constance Debré, follows a woman who left her husband and job in search of pleasure. Listen: Therapists share the secrets to drama-free money chats for couples. Explore: Burst out of travel’s luxury cocoon. Play the Spelling Bee. And here are today’s Mini Crossword and Wordle. You can find all our puzzles here. That’s it for today’s briefing. Thank you for spending part of your morning with us, and see you tomorrow. — Dan You can reach Dan and the team at briefing@nytimes.com.","2024-04-08 04:51:31","https://www.nytimes.com/2024/04/08/briefing/israel-troop-withdrawal-ecuador-mexico.html","New York Times"
"Help Ukraine Hold the Line","After more than two years of brutal, unrelenting war, Ukraine is still ready and has the capacity to defend its democracy and territory against Russia. But it cannot do so without American military assistance, which the United States had assured the Ukrainians would be there as long as it was needed. A majority of Americans understand this, and believe that curbing the revanchist dreams of Russia’s leader, Vladimir Putin, is America’s duty to Ukraine and to American security. A survey by the Chicago Council on Global Affairs and Ipsos found that 58 percent of Americans favor providing economic help to Ukraine and sending more arms and military equipment to the Ukrainian government. And 60 percent of respondents said that the U.S. security relationship with Ukraine does more to strengthen American national security than to weaken it. While that support has declined somewhat since the beginning of Russia’s invasion, and it is weaker among Republicans, many Republican members of Congress also support continuing military aid. So it is distressing that the fate of Ukraine has fallen prey to internecine Republican politicking. House Speaker Mike Johnson has the power to do the right thing, but time is running critically short. Without American artillery, as well as antitank and antiaircraft shells and missiles, Ukraine cannot hold off an army that has a far deeper supply of men and munitions. “Russia is now firing at least five times as many artillery rounds as Ukraine,” as Andrew Kramer of The Times reported. As summer approaches, Russia is expected to prepare a new offensive thrust. Mr. Johnson knows this. He also knows that, if he brings it to a vote, a $60.1 billion aid package for Ukraine would most likely sail through the House with bipartisan support. Many Republican members and most Democrats want to pass it. The Senate passed it in February. Yet so far, Mr. Johnson has avoided a vote, fearing that a clutch of far-right House members, who parrot the views of Donald Trump and oppose any more aid for Ukraine, could topple him from the speaker’s post. To placate them, the speaker has said he will produce a proposal with “important innovations” when legislators return to work on Tuesday. These may include lifting the Biden administration’s hold on liquefied natural gas exports, including a proposed terminal in his home state, Louisiana; calling the aid a loan; or seizing billions of frozen Russian assets. None of those conditions are wise. Tying aid for Ukraine to unrelated political goals, such as undoing President Biden’s climate change agenda, may be typical of congressional horse trading, but it turns Ukraine into a pawn in partisan conflict. “This is not some political skirmish that only matters here in America,” Donald Tusk, the Polish prime minister, said on his visit to Washington last month. The speaker’s decision, he said, “will really cost thousands of lives there — children, women. He must be aware of his personal responsibility.” Nor does it make sense to force Ukraine to take on massive debt when it’s fighting for its life, and its economy is already dependent on aid. Seizing large sums of money from another sovereign nation could also have unpredictable legal and economic consequences. Given Ukraine’s perilous position, however, most Democrats and Republicans would likely accept what Mr. Johnson cobbles together, even measures they have reservations about, particularly since the package also includes aid for Israel and Taiwan. Those lawmakers are right to pursue a reasonable compromise. The House minority leader, Hakeem Jeffries, has also suggested that Democrats will support Mr. Johnson as speaker to avoid yet another damaging and pointless fight over the speakership. Those moves are welcome steps to try to loosen the grip of Republican extremists on America’s ability to support its allies. Of course, recalcitrance in Congress is not Ukraine’s only problem. Europe has been slow to step in to meet Ukraine’s military needs, and the country’s president, Volodymyr Zelensky, may have taken too long to lower the recruitment age to 25 in the face of a shortage of soldiers. But American weapons and artillery are essential to Ukraine’s ability to hold the line and, eventually, to negotiate for an end to hostilities from a position of strength. No country has the stockpiles or the production capabilities to match the United States in producing and providing the 155-millimeter artillery shells, HIMARS (High Mobility Artillery Rocket Systems) or air defense systems that Ukraine requires to hold the Russians at bay. Russia, by contrast, has successfully ramped up military production and is receiving supplies from North Korea and Iran, and Mr. Putin has used the recent terror attack on a concert hall in Moscow to ramp up recruitment. Ukraine is already suffering the consequences of America’s faltering support. Russian forces took the eastern city of Avdiivka in February, and U.S. intelligence officials warned Congress that this happened because Ukraine ran out of artillery shells. The Russian command is doubtlessly aware of this as it plans its next moves. Mr. Putin gambled from the outset that the United States would not go the distance in its support for Ukraine, and he must be reveling in the goings-on in Congress. Allowing Russia to impose its will on Ukraine would be a devastating blow to America’s credibility and leadership — fulfilling one of Mr. Putin’s long-term goals. That, in turn, would risk encouraging him to test waters further afield, whether in the Baltic States, in western Europe or to the south, and would signal to Xi Jinping that China, too, can throw its weight around. Mr. Trump and his followers may argue that the security of Ukraine, or even of Europe, is not America’s business. But the consequence of allowing a Russian victory in Ukraine is a world in which authoritarian strongmen feel free to crush dissent or seize territory with impunity. That is a threat to the security of America, and the world. Congress is prepared to stand up to this aggression; it is Mr. Johnson’s duty to bring this effort to a vote. Source photograph by Andrew Mayovskyy, via Getty Images. The Times is committed to publishing a diversity of letters to the editor. We’d like to hear what you think about this or any of our articles. Here are some tips. And here’s our email: letters@nytimes.com. Follow the New York Times Opinion section on Facebook, Instagram, TikTok, WhatsApp, X and Threads.","2024-04-06 11:00:32","https://www.nytimes.com/2024/04/06/opinion/ukraine-aid-congress.html","New York Times"
"‘Oppenheimer’ Opens in Nuclear-Scarred Japan, 8 Months After U.S. Premiere","Watching “Oppenheimer,” the Oscar-winning biopic about the father of the atomic bomb that opened in Japan on Friday, Kako Okuno was stunned by a scene in which scientists celebrated the explosion over Hiroshima with thunderous foot stomping and the waving of American flags. Open this article in the New York Times Audio app on iOS. Seeing the jubilant faces “really shocked me,” said Ms. Okuno, 22, a nursery school teacher who grew up in Hiroshima and has worked as a peace and environmental activist. Subscribe to The Times to read as many articles as you like.","2024-04-01 06:03:08","https://www.nytimes.com/2024/04/01/world/asia/oppenheimer-opens-japan.html","New York Times"
"Monday Briefing","Thousands of people gathered outside Israel’s Parliament yesterday in one of the largest demonstrations against Prime Minister Benjamin Netanyahu since the start of the war in Gaza. He has faced increasing pressure, abroad and at home, over Israel’s handling of the war, and many Israelis are calling for him to resign. Close allies like the U.S. have criticized the war’s heavy civilian toll and have urged Israel to allow more aid into Gaza. And many Israelis have demanded that Netanyahu prioritize the release of the hostages held by Hamas as part of a cease-fire deal. Thousands demonstrated against Netanyahu’s government in Tel Aviv on Saturday. Subscribe to The Times to read as many articles as you like.","2024-04-01 04:01:32","https://www.nytimes.com/2024/04/01/briefing/israel-protest-russia-defector-killing.html","New York Times"
"Biden Threatens to Condition Israel Aid","During a tense 30-minute call today with Prime Minister Benjamin Netanyahu of Israel, President Biden threatened to condition future American support for Israel on whether it improves its treatment of civilians in Gaza. Biden called the humanitarian situation in the enclave “unacceptable,” and insisted to Netanyahu that he quickly put in place specific protections. It was the first time that the president has sought to leverage American aid to influence the conduct of Israel’s war against Hamas, a step some of his closest allies have publicly supported. Biden’s frustration with Netanyahu has grown in recent months. But in public, he has staunchly supported Israel’s right to respond to Hamas’s Oct. 7 attack. During the call, Biden urged Netanyahu to negotiate a deal that would result in an “immediate cease-fire” and the release of hostages taken by Hamas. A spokesman said the White House expects Israel to make announcements of specific changes within hours or days. Subscribe to The Times to read as many articles as you like.","2024-04-04 21:53:58","https://www.nytimes.com/2024/04/04/briefing/biden-israel-call-darien-gap-violence.html","New York Times"
"Hotel Stationery Becomes the Canvas for Scenes From the Road","In 2016, Michael McGregor was in his early 30s, living in Mexico City and hanging out with a group of local architects and musicians, when he began to paint. Inspired by the city’s vibrancy, the budding artist — an expat from Brooklyn, where he’d spent a decade making a living as a writer and D.J. — began to depict birds, flowers and other everyday objects in colorful still lifes that helped him hone his artistic style. At the same time, he started making sojourns to far-flung locales, using Mexico City as his base. “I had set an Airfarewatchdog tracker for flights to Tokyo for under 500 bucks round trip,” Mr. McGregor, 40, recalled last month during an interview at his studio in the Highland Park neighborhood of Los Angeles. “I went to Japan for a month. I went to Korea for a month. I was traveling all over Mexico, to L.A., to New York.” Subscribe to The Times to read as many articles as you like.","2024-04-03 09:02:31","https://www.nytimes.com/2024/04/03/fashion/hotel-stationery-art.html","New York Times"
"Daniel P. Jordan, Monticello Leader in Changing Times, Dies at 85","Daniel P. Jordan, who as president of the foundation that owns Monticello, Thomas Jefferson’s plantation in Virginia, broadened its educational mission — and, perhaps most significant, commissioned a study that found that Jefferson had almost certainly fathered six children with Sally Hemings, one of hundreds of people he enslaved — died on March 21 in Charlottesville, Va. He was 85. His daughter Katherine Jordan said the cause was a heart attack. Questions about Jefferson’s relationship with Hemings had circulated among historians, and among her family, for two centuries. In 1993, when Mr. Jordan (pronounced JUR-dun) invited some of her descendants to a Jefferson commemorative event at Monticello, he was noncommittal on the paternity issue. Subscribe to The Times to read as many articles as you like.","2024-04-06 15:35:13","https://www.nytimes.com/2024/04/06/us/daniel-p-jordan-dead.html","New York Times"
"Netanyahu Called Aid Worker Deaths Tragic and Unintentional","Seven aid workers who had just delivered more than 100 tons of food to central Gaza were killed last night by Israeli strikes. The workers were driving in a clearly marked aid convoy, and they had coordinated their movements with Israeli officials. Prime Minister Benjamin Netanyahu apologized and said Israel “deeply regrets the tragic incident.” Videos and photos verified by The New York Times suggest the convoy was hit multiple times. The imagery shows three destroyed white vehicles, with the northernmost and southernmost vehicles nearly a mile and a half apart. “There was a tragic case of our forces unintentionally hitting innocent people in the Gaza Strip,” Netanyahu said. “We will do everything so that this thing does not happen again.” Subscribe to The Times to read as many articles as you like.","2024-04-02 21:35:36","https://www.nytimes.com/2024/04/02/briefing/israel-gaza-aid-workers-biden-xi-phone-call.html","New York Times"
"Friday Briefing","It will be six months this Sunday since the Oct. 7 attacks that started the war between Israel and Hamas. More than 32,000 Palestinians have died, people in Gaza are desperate for aid and dozens of Israeli hostages are still being held there. My colleague Amelia Nierenberg spoke with Patrick Kingsley, our Jerusalem bureau chief, to understand the state of the war. Subscribe to The Times to read as many articles as you like.","2024-04-05 04:02:04","https://www.nytimes.com/2024/04/05/briefing/israel-hamas-war-iran-attack.html","New York Times"
